,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
2604,-21.10821815,-0.937377258,0.565099185,0.318373796,0.174867643,-0.430887782,0.052895396,-0.112529517,-0.005353505,-0.273846491,-0.049765961,-0.126808487,-0.189547029,0.04588533,-0.082724342
2605,-20.66758881,-0.956591028,0.550211174,0.396743408,0.198944675,-0.345696748,0.051199697,-0.108251927,0.127537285,-0.330583536,-0.055063902,-0.065254938,-0.110092299,-0.016755467,-0.062535463
2606,-20.33788176,-0.960087104,0.514006167,0.340698175,0.242096675,-0.438799754,0.097100399,-0.068759168,-0.061162988,-0.258060783,-0.033000906,-0.088535729,-0.239040212,0.023882441,-0.043408711
2607,-20.03339985,-0.955722511,0.620380489,0.421258911,0.172882292,-0.330151008,0.022273684,-0.232844569,0.052999686,-0.21140889,-0.036491924,-0.133243645,-0.166343722,0.029556408,-0.092701863
2608,-19.94599183,-0.949059727,0.524696835,0.384869831,0.211373034,-0.471537181,0.152401911,-0.194256135,-0.128392502,-0.130131001,-0.032644429,-0.186519256,-0.109320472,-0.046215117,-0.034305066
2609,-19.54288639,-0.92369127,0.66119922,0.421595878,0.176647934,-0.453213848,-0.182816958,-0.026131879,-0.054643366,-0.204950691,0.001179689,-0.164232283,-0.284536946,0.030164434,-0.023421738
2610,-19.20555141,-1.06140796,0.489675164,0.415695929,0.258823006,-0.484879784,0.109376916,-0.020629158,-0.000370349,-0.320396928,-0.004236236,-0.251790011,-0.165799065,-0.026812848,-0.068111227
2611,-18.96569448,-0.964997978,0.673197033,0.621452678,0.191284777,-0.389995671,0.083263785,-0.210078183,-0.074221716,-0.058227629,0.007421861,-0.134766302,-0.151094068,-0.028688739,-0.039632881
2612,-18.57233627,-0.82398663,0.667826198,0.439302321,0.128512996,-0.329499425,-0.165889893,-0.190802705,-0.106274692,-0.185536557,0.002064268,-0.193210707,-0.136490657,0.000925515,-0.059878885
2613,-18.41040206,-0.829529079,0.720796483,0.570456813,0.158239999,-0.430265491,-0.031774702,-0.157132766,0.009693116,-0.087562543,0.095603265,-0.187911976,-0.12600013,-0.023874576,-0.033084025
2614,-17.93785296,-0.98190665,0.396473968,0.37113959,0.313558901,-0.48854728,-0.002935176,-0.148669284,0.057364311,-0.20528188,-0.04557018,-0.181702338,-0.138058225,0.03017749,-0.128657382
2615,-17.89981805,-0.925080388,0.590750647,0.593834701,0.228343748,-0.360178989,0.047342641,-0.082919371,0.054416891,-0.208669955,0.038085443,-0.185355173,-0.234035223,0.023664847,-0.056827724
2616,-17.2382983,-0.789501106,0.636507903,0.299839249,0.161322501,-0.439354606,0.080684495,-0.099628913,-0.051176008,-0.183142871,-0.047048545,-0.197824459,-0.207849527,0.074794982,-0.065793124
2617,-17.04122942,-0.848923102,0.555345973,0.432044746,0.205023998,-0.392978145,-0.147132347,0.037895148,0.069803619,-0.376069276,-0.007354125,-0.149255551,-0.185789984,0.026569871,-0.083359827
2618,-16.62388235,-0.929759911,0.713369938,0.416100724,0.183499425,-0.526140781,0.078977146,-0.048709669,-0.034632225,-0.111602935,0.045312991,-0.124375178,-0.188050399,0.05216527,-0.023584742
2619,-16.28526256,-0.750881276,0.549519775,0.536952141,0.191338052,-0.309538531,-0.077397174,-0.027867124,-0.096010021,-0.290198012,0.048260328,-0.201103868,-0.143257706,-0.059357995,-0.059045618
2620,-15.99584585,-0.889330554,0.477374315,0.523723519,0.315009673,-0.481610591,-0.156739898,-0.060503364,-0.02508426,-0.153876922,0.017593042,-0.220227077,-0.200773875,0.020064884,-0.041524022
2621,-15.89082132,-0.894118216,0.670980057,0.518446036,0.184422257,-0.403407545,-0.032209083,0.000242777,0.121011495,-0.218731523,0.087032426,-0.23423245,-0.19828193,0.022803853,-0.060279832
2622,-15.4048828,-0.916540142,0.495514012,0.479050384,0.257996189,-0.452725419,0.040082477,0.002239609,0.147563423,-0.247516786,0.090326283,-0.244945004,-0.170665688,0.02715974,-0.027899282
2623,-14.92695572,-0.85600641,0.547226219,0.57239586,0.236551218,-0.422270728,0.313814467,-0.119232278,-0.12569469,-0.057093738,0.125085627,-0.187192163,-0.167926135,0.056599804,-0.018149932
2624,-14.65524171,-0.908107951,0.502468932,0.572822089,0.316551442,-0.52946409,0.009403701,-0.175250185,-0.076739685,0.031274758,0.06501565,-0.289200045,-0.187278145,0.009361138,-0.056718159
2625,-14.14603138,-0.833734692,0.477307622,0.484428769,0.254468447,-0.407930861,-0.296415847,-0.106660444,-0.10974895,-0.216085218,0.046952005,-0.265192434,-0.223918954,0.044510433,-0.064203089
2626,-13.99147341,-0.827732441,0.606942065,0.441220901,0.199471705,-0.517525139,0.080658457,-0.110828253,-0.154909086,-0.10162672,-0.012799248,-0.285129752,-0.223875351,0.01982974,-0.128329407
2627,-13.31552035,-0.655671492,0.570897581,0.327545879,0.195905583,-0.446847049,-0.12927008,-0.037675847,-0.079397445,-0.23819402,0.044316046,-0.242187009,-0.297363026,0.042144419,-0.107591712
2628,-13.37000502,-0.887406745,0.59029263,0.568817749,0.256330454,-0.497231872,-0.180866407,-0.071849531,-0.083707829,-0.089975565,0.080720555,-0.29939324,-0.117162062,0.007018609,-0.04779331
2629,-12.62549645,-0.886961748,0.602195903,0.490439278,0.222656736,-0.475331431,-0.034181147,0.147320098,-0.138822954,-0.321177538,0.103874998,-0.259462327,-0.203349079,0.023304905,-0.072877614
2630,-12.35719091,-0.811338916,0.488989986,0.56785307,0.285519484,-0.478013018,0.045912232,-0.033837247,0.146756732,-0.145794874,0.042120482,-0.159427988,-0.143088921,-0.004569831,-0.076752522
2631,-11.98647222,-0.833479903,0.572645604,0.520714628,0.281349951,-0.516818103,-0.076338262,-0.020999781,0.068198043,-0.160015874,0.060802016,-0.256805054,-0.180939191,-0.0068354,-0.065885702
2632,-11.80529839,-0.975507547,0.71660813,0.661790825,0.210796759,-0.504987516,-0.028790493,0.078365937,0.050754189,-0.17583159,0.120963246,-0.236019343,-0.181391188,-0.016259166,0.011658808
2633,-10.98593103,-0.733869596,0.649676832,0.495195326,0.168982276,-0.474571763,0.131307408,-0.087883414,-0.061770814,-0.102551995,-0.004004371,-0.200942851,-0.20266584,0.017452452,-0.063868654
2634,-10.70810109,-0.792039057,0.519756672,0.457873886,0.230943396,-0.511307098,-0.144992492,-0.194646355,0.101645129,-0.08173394,-0.044760751,-0.272617178,-0.138153405,0.011090124,-0.122761364
2635,-10.31869118,-0.957202789,0.638190259,0.717094814,0.297214479,-0.512363425,0.00608565,0.136290465,-0.012399428,-0.160775037,0.035133105,-0.276606105,-0.222861306,-0.081966306,-0.080906202
2636,-10.24300107,-0.892460139,0.620789431,0.689160201,0.268732616,-0.487875869,-0.129964606,0.014462396,-0.151184911,-0.150276063,0.038208984,-0.358346189,-0.222989901,-0.037608395,-0.150607857
2637,-9.627358784,-0.795000452,0.68933255,0.73339455,0.248289078,-0.451658734,-0.197405514,-0.083232969,0.010984554,0.122831612,0.087307476,-0.235602248,-0.303349422,0.116134479,-0.126379694
2638,-8.842824344,-0.915899803,0.538576669,0.418477396,0.301169534,-0.606776374,-0.160794633,-0.008300058,-0.153180651,-0.127631559,-0.056253689,-0.214964995,-0.266497904,0.022964456,-0.072018428
2639,-8.562761917,-0.716605168,0.715269483,0.648655391,0.152319723,-0.280591442,-0.063316335,0.094426872,-0.168687883,-0.299947555,0.032433802,-0.310357729,-0.257931128,0.038968162,-0.140497226
2640,-8.355815773,-0.935137754,0.545173405,0.460806729,0.284696344,-0.61090278,-0.099920625,0.153614969,0.060634514,-0.178761143,0.17263647,-0.276910361,-0.154769063,-0.064540765,-0.016123631
2641,-7.482026463,-0.682898817,0.635958371,0.711344663,0.22917715,-0.447539971,-0.249017307,0.006339046,0.043522485,-0.075318068,0.038915476,-0.166941872,-0.20898159,0.024656306,-0.093864813
2642,-7.251100913,-0.772720452,0.749313117,0.707453713,0.184889677,-0.480713934,0.10576579,-0.025159634,0.085294514,0.014377289,0.024141522,-0.228630867,-0.137640889,-0.030661645,-0.113789639
2643,-7.015549844,-0.912378049,0.566466417,0.573560705,0.235886028,-0.438073617,-0.073705151,0.004994353,-0.042101498,-0.173303272,0.117730018,-0.324528229,-0.201165761,-0.021362286,-0.092815084
2644,-6.431958369,-0.803355188,0.652604781,0.56555208,0.194573697,-0.579207193,-0.167589188,-0.017654895,-0.073255059,0.008617582,0.155657345,-0.257608376,-0.154635554,0.056424871,-0.034998755
2645,-5.901783935,-0.918445751,0.780526166,0.56637327,0.176856769,-0.589628861,-0.073447797,-0.139982706,0.062099982,0.035594951,0.028383175,-0.272621241,-0.163903563,0.08448954,-0.074136398
2646,-5.49211473,-0.734586307,0.816225004,0.623988901,0.088344655,-0.479792901,-0.184917921,-0.216713508,0.273511702,0.07823108,0.109269724,-0.310095362,-0.128255174,-0.00240938,-0.110899975
2647,-4.679262828,-0.769616618,0.637474897,0.564969807,0.19189194,-0.407904257,-0.367030246,-0.22529864,-0.150861379,-0.071695755,0.081092635,-0.35603852,-0.175883493,-0.00408531,-0.05868899
2648,-4.415260101,-0.993616391,0.581876714,0.490732085,0.312264203,-0.719294858,-0.311793426,0.039984248,-0.000146047,0.000803843,0.086516219,-0.236619851,-0.138728491,0.002846381,0.037047555
2649,-4.110778367,-0.976756838,0.761128286,0.569767106,0.195012325,-0.484782901,0.098615048,-0.057339946,-0.163008255,-0.1209562,0.093158092,-0.276751979,-0.169486724,0.042127632,-0.080174782
2650,-3.351961444,-0.927883736,0.466171793,0.408454007,0.324879358,-0.639154679,0.084278732,0.10778964,0.030449062,-0.199429913,0.041976856,-0.237831157,-0.260509435,0.037872604,-0.060378328
2651,-2.917710393,-1.01175446,0.594377837,0.518448021,0.318442136,-0.630612986,-0.17545766,0.06992727,0.095181844,-0.150150373,0.017059085,-0.190963457,-0.272574092,0.052385098,-0.089387458
2652,-2.47558889,-0.950794299,0.613509122,0.441303691,0.222508612,-0.652525195,-0.012896064,-0.261951203,0.017104431,0.069460084,0.041754314,-0.332459594,-0.10900127,-0.036162537,-0.16218241
2653,-2.037466278,-0.598539508,0.734089992,1.016563496,0.179260794,-0.264376586,0.185881945,0.185552393,0.174853865,-0.101152063,0.124841634,-0.169505554,-0.101937898,-0.007564785,0.009756553
2654,-1.265392735,-0.833979452,0.562901202,0.392469834,0.203514693,-0.532521707,-0.071294799,0.040599303,0.117664927,-0.196323016,0.068973765,-0.247962127,-0.191310481,0.089812327,-0.007880386
2655,-1.303333001,-0.803127697,0.675968519,0.721826757,0.209848851,-0.406885688,-0.121081098,0.001103694,0.039950104,-0.076730957,0.080274068,-0.326311523,-0.276692626,0.020772986,-0.190010044
2656,-0.622165658,-1.089462674,0.562080335,0.553115284,0.336266235,-0.586773813,-0.051128414,0.034921291,-0.086087482,-0.141720092,0.118323732,-0.297293549,-0.091490048,-0.072378049,-0.038649154
2657,0.093583753,-1.051649132,0.54570283,0.564765274,0.348026359,-0.648371147,0.01009298,0.101614706,0.064053292,-0.024763645,0.046912301,-0.18451671,-0.268872432,0.014281317,-0.118969792
2658,0.6118981,-0.828743181,0.636544841,0.43382019,0.17743551,-0.442753228,-0.135738198,0.012596945,0.087211119,-0.158591312,0.043522369,-0.247831113,-0.240531463,0.037446863,-0.066083496
2659,1.025686492,-0.960233502,0.556057184,0.660444217,0.35370187,-0.612282499,0.170726836,-0.003216964,-0.169425109,-0.005720398,0.116044061,-0.313685496,-0.168485995,-0.057475333,-0.070942638
2660,1.936625666,-0.828835938,0.93381394,0.641088019,0.024891865,-0.441122166,-0.023938329,-0.018125013,-0.000203616,-0.014964622,0.112201561,-0.271523293,-0.080062188,-0.031979881,-0.061486894
2661,2.046363606,-0.817017558,0.677021085,0.628110823,0.185943017,-0.438084728,-0.040461866,0.09458132,-0.028015697,-0.11933617,0.106472846,-0.268372963,-0.191270127,0.015034869,-0.08442232
2662,2.698646875,-0.867719808,0.73777041,0.666042929,0.174261839,-0.377302634,-0.101541347,0.065927819,-0.01631017,-0.188713066,0.045843409,-0.279517585,-0.218455193,-0.021037096,-0.059348368
2663,3.109288909,-1.0696897,0.714230579,0.577046074,0.223181404,-0.530257327,-0.085132453,0.003180605,0.178055384,-0.070436165,0.02928287,-0.247075732,-0.244259516,0.090923515,-0.028725791
2664,3.577050175,-1.022438545,0.643767993,0.466719097,0.231853815,-0.453308313,-0.147212293,-0.042436266,-0.117621947,-0.13127299,0.047257311,-0.282184557,-0.255641001,0.046203539,-0.099294324
2665,4.390513019,-0.932658576,0.716576008,0.530762584,0.200791045,-0.492338605,-0.150007488,0.018436585,-0.092429618,-0.103749944,0.057013337,-0.324293756,-0.232920393,-0.015270087,-0.131937316
2666,5.022639694,-0.900161338,0.660426929,0.567217585,0.209347561,-0.480087954,-0.022837661,-0.027777748,0.105938987,0.016382381,0.060737058,-0.285304895,-0.250793786,0.053569488,-0.046683072
2667,5.344349313,-1.018526478,0.672557133,0.555449749,0.20315811,-0.494677656,0.079177193,-0.263344019,0.01233232,0.086853312,0.112831684,-0.423894815,-0.182137168,-0.020626194,-0.116136583
2668,5.755833345,-1.070113979,0.640860244,0.664057379,0.288673502,-0.56009622,-0.087229951,-0.046967239,-0.135461044,0.016299384,0.114976703,-0.323376246,-0.164657637,0.022063938,-0.085585116
2669,6.625419398,-1.091392564,0.611914049,0.653067699,0.282246097,-0.490261419,-0.029530262,0.085538176,-0.028095103,-0.167752181,0.038975891,-0.193358821,-0.117651329,-0.010687771,-0.081759852
2670,7.225516302,-0.790834872,0.564276182,0.576206977,0.210478796,-0.376386681,-0.177641557,0.054333651,0.113391889,-0.194204245,0.018158559,-0.206699966,-0.213264614,0.042978069,-0.068954539
2671,7.650673387,-1.132886222,0.765858516,0.586851674,0.207990538,-0.570548099,-0.079940911,0.05631906,-0.059320326,-0.063050829,0.105041375,-0.27213874,-0.19468105,-0.031683003,-0.036878096
2672,8.347469389,-0.957553145,0.588896298,0.445702098,0.226016422,-0.568468301,0.045950072,0.095659902,0.05663298,-0.231303274,0.003771439,-0.222918857,-0.126574731,-0.040786361,-0.120622114
2673,9.015502764,-1.019206911,0.648020183,0.617566184,0.228042889,-0.395549368,0.153353692,0.136121307,0.12267423,-0.157257299,0.079063678,-0.266559524,-0.301098027,0.008688735,-0.08172696
2674,9.589736941,-1.11101417,0.55210131,0.502872492,0.257192922,-0.479422942,0.174539272,-0.074812061,0.013568957,-0.125914416,0.064519547,-0.295469886,-0.193460788,0.020555079,-0.055240504
2675,10.10543148,-0.976011679,0.832498905,0.748518328,0.115527785,-0.308119078,-0.160362604,-0.130117441,0.011749566,0.041948085,0.11782918,-0.294625421,-0.218265326,0.036827559,-0.107345631
2676,10.87949131,-1.154444754,0.613514357,0.486108822,0.270194516,-0.639042655,0.003571059,0.048653706,-0.053683824,-0.070430661,0.0639467,-0.242906567,-0.19948493,-0.016662395,-0.073541785
2677,11.89070459,-1.005321174,0.534814206,0.424140025,0.244540823,-0.516377319,-0.250380272,-0.125869097,0.045342367,-0.103368568,0.008441847,-0.162955017,-0.176015949,0.011816922,-0.111559357
2678,11.92294556,-1.046067194,0.561588262,0.527684588,0.242497468,-0.514193793,-0.039741216,-0.046005913,-0.110064226,-0.065278448,0.055278327,-0.249620792,-0.072059347,-0.060023207,-0.067239195
2679,12.59213518,-1.114326353,0.725504106,0.691669044,0.18358768,-0.399800138,-0.143939809,0.056314012,0.087677617,-0.146801735,0.079371607,-0.157521418,-0.165478862,0.017308225,-0.067865775
2680,13.62114017,-1.052593639,0.678596183,0.722793518,0.173802447,-0.244872256,0.099917099,0.123965629,-0.040090254,-0.298934958,-0.004771004,-0.175275814,-0.274228314,0.057126986,-0.106147236
2681,14.06242525,-1.132626541,0.638365669,0.503657206,0.195411117,-0.409605818,0.101001152,-0.015552573,-0.204508933,-0.163460244,0.009813609,-0.130713663,-0.18536809,0.023734331,-0.033955227
2682,14.48251203,-1.161355703,0.548398386,0.51187272,0.260968105,-0.419499767,-0.090002673,-0.023330746,0.024607125,-0.135643527,0.013974619,-0.204136824,-0.232275317,0.079488584,-0.033719206
2683,15.27440826,-1.168839686,0.584563632,0.40061509,0.203480348,-0.370831219,-0.09489737,-0.087335896,-0.15304971,-0.219418516,0.032652862,-0.275880935,-0.238682943,0.012975417,-0.040176709
2684,15.98852485,-1.213707435,0.571599702,0.593629559,0.240311301,-0.293716034,0.083789942,-0.215531183,-0.147847484,-0.107657286,0.033336737,-0.298489401,-0.207235006,0.030825296,-0.124123467
2685,16.66301727,-1.149794906,0.611516784,0.51526104,0.203501084,-0.404314855,0.131355238,0.088759507,-0.002328226,-0.258210619,0.021563285,-0.162347637,-0.230670762,-0.009702765,-0.057784879
2686,17.09206384,-1.223881072,0.655280867,0.465895408,0.210882275,-0.455178524,-0.009306514,0.080857087,-0.072307935,-0.234410212,0.018884219,-0.126755884,-0.229920795,0.021639396,-0.046411543
2687,17.90388645,-1.249988557,0.664715158,0.561541205,0.186310005,-0.352889465,0.022381147,-0.024287408,-0.187293895,-0.237629709,0.01956468,-0.187106038,-0.26201729,0.023048534,-0.10464177
2688,18.34309683,-1.303983643,0.639301062,0.59805693,0.230793583,-0.415372146,0.000233646,-0.060541533,-0.131982485,-0.129036523,0.035814793,-0.188751019,-0.169915503,0.023116948,-0.05887004
2689,19.06253845,-1.23590129,0.49130435,0.393990354,0.264262192,-0.488757558,-0.13086235,-0.12756788,-0.07250242,-0.116035612,-0.00350701,-0.253426933,-0.158400975,-0.022228288,-0.061288603
2690,19.89651622,-1.208286907,0.53827769,0.403307469,0.173641632,-0.233748225,-0.049571723,-0.017912298,-0.094627997,-0.359364754,-0.013750602,-0.234591355,-0.225277481,-0.020015201,-0.131808565
2691,20.676004,-1.247344326,0.559109192,0.594033776,0.208584573,-0.261162811,-0.073780062,-0.082006619,-0.07180609,-0.224412261,0.043182574,-0.172620198,-0.177797286,0.012350242,0.003513107
2692,21.11216618,-1.29787082,0.721846615,0.458516884,0.160184632,-0.442575666,0.122441664,0.00232279,-0.004708516,-0.195995759,0.024416129,-0.107235574,-0.105666602,0.013807818,0.014467963
2693,21.93875728,-1.301578598,0.4528249,0.38328481,0.245356857,-0.413323396,0.120940792,-0.120739096,0.036749734,-0.183086216,0.06793504,-0.292330487,-0.071302202,-0.087358039,-0.049648486
2694,22.50575814,-1.379775619,0.543923038,0.622490004,0.297898215,-0.394210864,0.096556294,-0.069150321,-0.086129415,-0.127177717,-0.008035643,-0.146075111,-0.214774711,-0.039173086,-0.064758377
2695,23.31009127,-1.505363348,0.503329287,0.348068363,0.267565333,-0.514745485,-0.03716842,-0.103280327,-0.007272539,-0.164077744,-0.002967326,-0.193070743,-0.149797407,-0.017118265,-0.043492987
2696,23.87716081,-1.497397741,0.551460337,0.306231995,0.241864482,-0.5274684,-0.132835743,-0.042725332,-0.010981902,-0.21785278,-0.052900032,-0.140551453,-0.242011563,0.081963859,-0.061076704
2697,24.5966084,-1.374967267,0.594808056,0.424153276,0.171246044,-0.283350575,-0.138248686,-0.172462793,-0.057260585,-0.191276489,-0.001506743,-0.174016355,-0.218960721,0.052657118,-0.053471892
2698,25.46277763,-1.389538752,0.56228424,0.480568255,0.228412491,-0.395950623,-0.12816101,-0.218992706,0.12245844,-0.120531067,0.016471841,-0.129699886,-0.137011656,0.014410848,-0.07048692
2699,26.10325995,-1.574694553,0.545940916,0.380303378,0.230351231,-0.401594744,0.002355763,-0.217656813,0.085158338,-0.167989768,-0.048141432,-0.10094099,-0.16125294,0.030407742,-0.035103685
2700,-22.16382495,-0.93137033,0.529396586,0.945004816,0.32628791,-0.505022001,-0.012630945,-0.043216069,-0.00578029,-0.070030089,0.008659038,-0.035416607,0.185861961,-0.062054788,-0.023604146
2701,-21.37114433,-0.631213813,0.555375421,0.998175506,0.231226806,-0.350792659,0.073060386,-0.121157555,0.142694292,0.007439019,-0.018935332,0.059043834,0.141606166,0.096950363,-0.058807905
2702,-20.5684493,-0.684301573,0.342005744,0.908844942,0.418689945,-0.5277691,0.176373814,-0.038387822,-0.195297235,-0.006806736,0.034894064,-0.090378076,0.170841773,-0.070331486,-0.021349581
2703,-20.06893483,-0.852033176,0.456579841,0.74894849,0.269177904,-0.49829251,0.161036965,-0.055741454,-0.095855922,-0.176937852,-0.014019115,-0.078685462,0.160040023,0.008126619,-0.054918712
2704,-19.60168487,-0.718692159,0.465235946,0.905086197,0.291555714,-0.40283539,0.040458176,0.041435734,-0.014285176,-0.174692362,0.043491703,-0.053229686,0.115913896,-0.006437817,-0.028992802
2705,-19.26930752,-0.781528185,0.846736474,1.0444538,0.165342904,-0.510385904,-0.118768794,0.027872157,-0.000333879,0.074426727,0.114020272,-0.082561043,0.17345892,0.048763133,0.03772163
2706,-18.56449422,-0.89863038,0.663311777,0.876564084,0.245258479,-0.599408733,-0.052099838,0.049301504,-0.056964457,-0.129275106,0.038043507,-0.060617814,0.196064237,0.018995417,-0.043103581
2707,-17.60637593,-0.884468933,0.380761708,0.850779061,0.4603816,-0.700111025,0.09746217,0.11832301,-0.099798067,-0.125065596,-0.047388046,-0.081250878,0.117840556,-0.044640389,-0.083904052
2708,-17.2203418,-0.691887053,0.564862126,1.042575667,0.333981018,-0.488006694,-0.025800434,0.09157698,0.006971275,-0.086509132,0.051207384,-0.148404607,0.123057398,0.080314832,-0.118943919
2709,-16.14177145,-0.640526527,0.574131088,0.984486724,0.301625205,-0.638893816,0.043987127,0.071419154,0.103730675,0.076290304,0.065918996,-0.099360454,0.21013356,0.03300939,0.006451974
2710,-15.51645898,-0.478878629,0.662957724,1.046218745,0.210628998,-0.426407405,0.299887592,0.051717379,-0.289911217,0.013604357,0.084770615,-0.114736058,0.09567758,-0.02996494,-0.01689941
2711,-15.31110822,-0.874944072,0.505904442,1.044426251,0.414111507,-0.648380182,-0.346212646,0.31328959,-0.122926315,-0.206303292,0.08477822,-0.054644073,0.154155456,0.006086288,-0.066412674
2712,-14.32492133,-0.553766782,0.55667951,1.245535995,0.435889907,-0.683484201,-0.347002438,0.138531248,-0.048422971,0.229045612,0.098747609,-0.008831429,0.185353696,0.023185384,0.047568128
2713,-13.59114753,-0.887845428,0.533178467,0.988130835,0.332725792,-0.625918283,-0.149059435,0.182607812,-0.086762618,-0.111248585,0.103295219,-0.265466616,0.247177762,-0.08799397,-0.018230346
2714,-13.07187987,-0.605857374,0.600138769,1.237364173,0.387446106,-0.683686418,0.000362748,0.278021983,-0.027756056,0.190633889,0.11575814,-0.122854996,0.125123914,0.030934919,-0.017662286
2715,-11.50774456,-0.559001445,0.56430012,1.08929762,0.346725459,-0.470934577,-0.206125182,0.297390077,-0.136358756,-0.258474061,0.075996294,-0.156581744,0.171303972,-0.056700737,-0.096383176
2716,-11.13387848,-0.609809735,0.595402958,1.203177887,0.342164025,-0.489798114,-0.441586993,0.183323305,-0.118562026,-0.053969362,0.111438374,-0.194544744,0.152111218,0.009051965,-0.051192647
2717,-10.54486914,-0.833303129,0.549971778,1.051767196,0.501584339,-0.853807636,0.01315204,0.255110916,-0.2426874,0.078896434,0.117427587,-0.20145,0.090053798,0.013541461,-0.062277593
2718,-9.483333464,-0.724855261,0.477373115,1.056078682,0.387103667,-0.554882867,-0.32689773,0.040025717,-0.196167432,-0.052954797,0.153515241,-0.267084574,0.284257467,0.000148879,-0.013518573
2719,-8.544654088,-0.739074623,0.290537271,0.891141659,0.522917548,-0.845693331,-0.092182905,0.257368725,-0.028698125,-0.055534966,0.088386714,-0.23702463,0.239733917,-0.035730119,-0.01976922
2720,-7.887272345,-0.825630365,0.55741389,0.874294444,0.361283218,-0.756127566,-0.017306713,0.055098448,-0.07880523,0.018504106,0.078320092,-0.211591515,0.142443688,0.054302801,-0.073185883
2721,-6.966136567,-0.578297635,0.57671786,1.230399945,0.413399545,-0.773598615,0.197578548,0.331925997,0.306518669,0.175177822,0.160980667,-0.135081139,0.26798918,-0.028559879,-0.016308754
2722,-5.718422955,-0.758363382,0.739178082,1.115708188,0.300360669,-0.727651814,0.122605875,-0.055842112,0.076194123,0.287393082,0.090670159,-0.175443934,0.211208117,0.013093086,-0.082183864
2723,-4.515325763,-0.571194839,0.600307519,1.172164051,0.337789215,-0.589026559,0.038344296,0.288692584,-0.046633223,-0.066536817,0.131535816,-0.200158389,0.269980504,-0.060039555,-0.037384437
2724,-3.952611667,-0.733312912,0.449800004,1.120415373,0.520244108,-0.818310147,-0.252733332,0.253881285,-0.044829453,0.115447493,0.122645894,-0.319934174,0.199770706,-0.096730328,-0.056173199
2725,-3.078641976,-0.78863007,0.63606736,1.131495887,0.33836156,-0.617328447,0.059259242,0.259058404,-0.268810568,-0.079815311,0.118628136,-0.129733038,0.194534529,0.08454983,-0.063435757
2726,-2.090134504,-0.444997792,0.406358885,1.268388496,0.363903725,-0.338519446,-0.069287499,0.02304957,-0.013100713,0.05597733,0.119731626,-0.282503419,0.260399762,-0.007713834,-0.099489917
2727,-0.928294672,-0.542168481,0.628239855,1.380661447,0.32140135,-0.391512464,-0.0324527,0.279091378,-0.04896665,-0.022395091,0.133723011,-0.164685139,0.154168908,-0.030960314,-0.071479299
2728,-0.069084745,-0.695659114,0.389314282,1.125043059,0.470372832,-0.748046887,-0.087105506,0.203457781,-0.04544553,0.196152262,0.106834539,-0.128685762,0.156145767,0.041605344,-0.001075379
2729,1.217228796,-0.639330091,0.555097762,1.272316962,0.344601069,-0.461709056,0.356582139,0.166804048,-0.196056934,-0.019895434,0.152588316,-0.319947132,0.311045891,-0.05527128,-0.145783322
2730,2.274123454,-0.762367563,0.492075823,1.117896754,0.393559834,-0.58801785,-0.219787963,0.100753831,0.058207877,-0.018145824,0.178846506,-0.307354299,0.335941341,-0.082312186,-0.064556458
2731,3.395785243,-0.529487407,0.727904911,1.361011243,0.219892095,-0.343424476,0.129779404,0.173881799,0.009941621,0.070242035,0.103260575,-0.137315149,0.174349683,0.046412422,-0.002501476
2732,4.770931518,-0.717452653,0.693387088,1.063401226,0.320083041,-0.690852333,-0.365360797,0.092916221,-0.160426644,0.099277322,0.131635007,-0.261270683,0.277717409,-0.081553175,-0.06026179
2733,5.533638453,-0.693950772,0.58900175,1.176299092,0.35009649,-0.586776662,-0.059589765,0.309017698,-0.18073053,0.003644847,0.152357779,-0.207315481,0.175630187,-0.050967954,0.025402399
2734,6.67664179,-0.661235207,0.587332251,1.057400406,0.226400143,-0.392821659,0.360100747,0.112729833,-0.164562002,-0.101095247,0.074926682,-0.146741594,0.257184218,0.083416577,-0.020707931
2735,8.286640117,-0.50395724,0.557142793,1.18051257,0.227879095,-0.343889081,0.238592239,0.063675575,-0.235256794,0.021645964,0.112801843,-0.264978126,0.238793892,-0.111821701,-0.085754338
2736,9.353730142,-0.875513854,0.518882105,1.035741511,0.387715194,-0.570524848,-0.17870373,0.156131667,-0.203126825,-0.077809799,0.056860198,-0.132795975,0.168627941,0.024330954,-0.014748522
2737,10.29585771,-0.966496768,0.546765849,1.038360038,0.420092446,-0.82385049,0.043712622,0.204101824,-0.073455783,0.142686452,0.110302894,-0.145311635,0.181229971,-0.149183531,-0.024680548
2738,11.24557024,-1.073574358,0.564234915,1.09163384,0.393132486,-0.595302184,-0.143313809,0.145521794,-0.267532155,-0.059651356,0.182892151,-0.298726682,0.306923444,-0.118626944,-0.071670373
2739,12.849523,-0.923651844,0.684911142,1.149069805,0.345301083,-0.605678024,0.23843256,0.178168721,-0.294599484,0.051348493,0.052473422,-0.097011174,0.140008919,0.07328005,0.040710834
2740,14.01944639,-1.03682524,0.596993848,1.016762545,0.364020931,-0.634905917,0.068480142,0.302710865,-0.122392479,-0.082026323,0.052569648,-0.105038865,0.049753577,-0.021704688,-0.061579488
